Instrument,Anonymized Lot,4 digit Seq,Customer Lot,Failure Date,Type of Procedures,Remaining Uses,Experience of Surgeon who performed Last Surgery(in Years),Experience Level
INS-039,LOT117,0007,LOT117-0007,7/16/2024,Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy - Retroperitoneal Lateral|Prostatectomy - Radical w/ Lymphadenectomy|Tongue Base Resection - Malignant|Nipple Sparing Mastectomy - Malignant w/ Tissue Expander|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/o Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/o Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,9,14,M
INS-040,LOT118,0031,LOT118-0031,7/19/2024,,0,,L
INS-008,LOT105,0268,LOT105-0268,7/19/2024,Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,5,8,L
INS-008,LOT119,0522,LOT119-0522,7/19/2024,Other Reconstuctive|Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,6,14,M
INS-004,LOT091,0506,LOT091-0506,7/19/2024,Hysterectomy - Malignant|Prostatectomy - Radical Extraperitoneal w/o Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Benign|Hysterectomy - Malignant,3,8,L
INS-004,LOT120,0436,LOT120-0436,7/19/2024,Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy,12,14,M
INS-008,LOT121,0697,LOT121-0697,7/19/2024,Prostatectomy - Radical w/o Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Urology|Kidney Reimplantation - Living Donor,4,18,H
INS-011,LOT052,0226,LOT052-0226,7/19/2024,Other Colorectal|Other Colorectal|Hysterectomy - Malignant|Nipple Sparing Mastectomy - Malignant w/ Implant Recon|Hemicolectomy - Right|Liver Wedge Resection|Other Reconstuctive|Hysterectomy - Malignant|Low Anterior Resection (LAR)|Sigmoid Colectomy,3,8,L
INS-001,LOT079,0039,LOT079-0039,7/19/2024,Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Benign|Hysterectomy - Benign|Hysterectomy - Malignant|Other Urology|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Reconstuctive,4,18,H
INS-004,LOT097,0036,LOT097-0036,7/19/2024,Sacrocolpopexy|Hysterectomy - Malignant|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Reconstuctive|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Endometriosis Resection,3,8,L
INS-011,LOT122,0188,LOT122-0188,7/19/2024,Inguinal Hernia - Unilateral|Ileocecal Resection|Hysterectomy - Malignant|Hysterectomy - Malignant|Abdominoperineal Resection (APR)|Hysterectomy - Malignant|Abdominoperineal Resection (APR)|Other Colorectal|Sigmoid Colectomy|Hemicolectomy - Right|Hysterectomy - Malignant|Liver Resection|Sigmoid Colectomy,1,10,M
INS-001,LOT123,0301,LOT123-0301,7/22/2024,Hysterectomy - Malignant|Partial Nephrectomy - Retroperitoneal Lateral|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,10,18,H
INS-011,LOT108,0003,LOT108-0003,7/22/2024,Low Anterior Resection (LAR)|Hysterectomy - Malignant|Hemicolectomy - Right|Parastomal Hernia Repair|Sigmoid Colectomy|Hemicolectomy - Right|Parastomal Hernia Repair,7,18,H
INS-001,LOT123,0228,LOT123-0228,7/22/2024,Partial Nephrectomy|Other Urology|Nephrectomy|Other Reconstuctive|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Other Reconstuctive|Partial Nephrectomy,8,14,M
INS-001,LOT123,0333,LOT123-0333,7/22/2024,Prostatectomy - Radical w/o Lymphadenectomy|Radical Cystectomy w/ Ileal Conduit|Partial Nephrectomy - Retroperitoneal Lateral|Hysterectomy - Malignant|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,11,18,H
INS-001,LOT079,0034,LOT079-0034,7/24/2024,Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Endometriosis Resection|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Radical Cystectomy w/ Ileal Conduit|Hysterectomy - Malignant|Other Cardiac|Nephrectomy|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,2,18,H
INS-011,LOT105,0062,LOT105-0062,7/24/2024,Other General Surgery|Incisional Hernia IPOM|Sigmoid Colectomy|Low Anterior Resection (LAR)|Inguinal Hernia - Unilateral|Sigmoid Colectomy,8,14,M
INS-032,LOT066,0256,LOT066-0256,7/24/2024,Hysterectomy - Malignant,14,18,H
INS-008,LOT121,0698,LOT121-0698,7/24/2024,Abdominoperineal Resection (APR)|Prostatectomy - Radical w/ Lymphadenectomy|Radical Cystectomy w/ Ileal Conduit|Other Urology,6,14,M
INS-002,LOT124,0232,LOT124-0232,7/25/2024,Hysterectomy - Malignant|Incisional Hernia eTEP|Hysterectomy - Malignant|Hysterectomy - Malignant|Sacrocolpopexy|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Benign|Hysterectomy - Benign|Hysterectomy - Benign,1,10,M
INS-008,LOT119,0530,LOT119-0530,7/25/2024,Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Low Anterior Resection (LAR)|Prostatectomy - Radical w/ Lymphadenectomy|Other Colorectal|Sigmoid Colectomy|Partial Nephrectomy,2,18,H
INS-008,LOT121,0693,LOT121-0693,7/25/2024,Sigmoid Colectomy|Partial Nephrectomy - Retroperitoneal Lateral|Prostatectomy - Radical w/ Lymphadenectomy,7,18,H
INS-011,LOT125,0182,LOT125-0182,7/25/2024,Other Colorectal|Abdominoperineal Resection (APR)|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Adrenalectomy|Hysterectomy - Malignant|Hysterectomy - Malignant,6,14,M
INS-041,LOT126,0010,LOT126-0010,7/25/2024,,0,,L
INS-001,,0450,-450,7/25/2024,,0,,L
INS-011,LOT108,0413,LOT108-0413,7/26/2024,Sigmoid Colectomy|Hysterectomy - Malignant|Prostatectomy - Simple Transvesical|Hysterectomy - Malignant|Other Colorectal|Sigmoid Colectomy|Hysterectomy - Malignant|Hysterectomy - Malignant,5,8,L
INS-008,LOT127,0430,LOT127-0430,7/26/2024,Low Anterior Resection (LAR)|Other Urology|Hysterectomy - Malignant,7,18,H
INS-003,LOT128,0020,LOT128-0020,7/26/2024,Hysterectomy - Malignant|Hysterectomy - Malignant,8,14,M
INS-001,LOT075,0074,LOT075-0074,7/26/2024,Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Other Reconstuctive,4,18,H
INS-008,LOT121,0692,LOT121-0692,7/30/2024,Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Cholecystectomy|Hysterectomy - Malignant|Revision - Band to Sleeve|Prostatectomy - Radical w/ Lymphadenectomy,3,8,L
INS-008,LOT121,0606,LOT121-0606,7/30/2024,Low Anterior Resection (LAR)|Partial Nephrectomy - Retroperitoneal Lateral|Abdominoperineal Resection (APR)|Hysterectomy - Malignant,5,8,L
INS-001,LOT075,0077,LOT075-0077,7/30/2024,Prostatectomy - Radical w/o Lymphadenectomy|Salpingo-Oophorectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Hysterectomy - Benign|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy,6,14,M
INS-001,LOT079,0037,LOT079-0037,7/30/2024,Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Urology|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy,3,8,L
INS-008,LOT079,0635,LOT079-0635,7/30/2024,Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Hysterectomy - Malignant|Other Reconstuctive|Myomectomy|Hysterectomy - Malignant|Parastomal Hernia Repair,2,18,H
INS-011,LOT129,0480,LOT129-0480,7/30/2024,Liver Resection|Hysterectomy - Malignant|Low Anterior Resection (LAR)|Rectopexy,10,18,H
INS-042,LOT130,0006,LOT130-0006,7/30/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/o Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other General Surgery|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Other General Surgery|Prostatectomy - Radical w/ Lymphadenectomy|Other Colorectal|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy,5,8,L
INS-027,LOT131,0054,LOT131-0054,7/31/2024,,0,,L
INS-008,LOT121,0687,LOT121-0687,8/1/2024,Nephrectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Abdominoperineal Resection (APR)|Prostatectomy - Radical w/ Lymphadenectomy,5,8,L
INS-008,LOT119,0527,LOT119-0527,8/1/2024,Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hemicolectomy - Right|Liver Resection|Partial Nephrectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy,2,18,H
INS-008,LOT079,0622,LOT079-0622,8/1/2024,Low Anterior Resection (LAR)|Sigmoid Colectomy|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Liver Resection|Prostatectomy - Radical w/ Lymphadenectomy|Abdominoperineal Resection (APR),3,8,L
INS-003,LOT132,0078,LOT132-0078,8/1/2024,Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant,4,18,H
INS-008,LOT121,0608,LOT121-0608,8/1/2024,Nephrectomy|Low Anterior Resection (LAR)|Rectopexy|Other Reconstuctive|Proctocolectomy|Prostatectomy - Radical w/ Lymphadenectomy,4,18,H
INS-002,LOT133,0093,LOT133-0093,8/5/2024,,0,,L
INS-001,LOT079,0188,LOT079-0188,8/5/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Simple Transvesical|Other Urology|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy,9,14,M
INS-001,LOT098,0394,LOT098-0394,8/6/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy - Retroperitoneal Lateral|Partial Nephrectomy - Retroperitoneal Lateral|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Malignant,6,14,M
INS-030,LOT134,0030,LOT134-0030,8/2/2024,Gastric Bypass (Roux-en-Y)|Hemicolectomy - Right,1,10,M
INS-001,LOT123,0168,LOT123-0168,8/9/2024,Prostatectomy - Simple Transvesical|Hysterectomy - Malignant|Partial Nephrectomy|Partial Nephrectomy|Hysterectomy - Benign|Hysterectomy - Malignant|Partial Nephrectomy|Partial Nephrectomy|Low Anterior Resection (LAR)|Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,6,14,M
INS-008,LOT121,0670,LOT121-0670,8/9/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Hysterectomy - Malignant|Other Reconstuctive|Hysterectomy - Malignant|Hysterectomy - Malignant,3,8,L
INS-043,LOT135,0014,LOT135-0014,8/9/2024,,0,,L
INS-003,LOT136,0050,LOT136-0050,8/12/2024,Other Thoracic|Pulmonary Lobectomy|Hiatal Hernia - Paraesophageal|Other Thoracic|Hiatal Hernia - Paraesophageal,5,8,L
INS-001,LOT123,0213,LOT123-0213,8/12/2024,Cholecystectomy|Cholecystectomy|Incisional Hernia eTEP|Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy|Inguinal Hernia - Unilateral|Incisional Hernia TAR,9,14,M
INS-008,LOT121,0563,LOT121-0563,8/14/2024,Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Lymphadenectomy|Pancreatectomy - Distal|Hemicolectomy - Right,3,8,L
INS-011,LOT137,0221,LOT137-0221,8/14/2024,Hysterectomy - Malignant|Other Colorectal|Hysterectomy - Malignant|Other Colorectal|Liver Resection|Revision - Band to Sleeve|Parastomal Hernia Repair|Rectopexy|Other Colorectal|Liver Wedge Resection|Sigmoid Colectomy,3,8,L
INS-016,LOT138,0131,LOT138-0131,8/14/2024,Cholecystectomy|Low Anterior Resection (LAR)|Hemicolectomy - Right|Liver Wedge Resection|Cholecystectomy|Low Anterior Resection (LAR)|Low Anterior Resection (LAR),17,14,M
INS-001,LOT123,0227,LOT123-0227,8/14/2024,Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Urology|Sacrocolpopexy w/ Hysterectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Hysterectomy - Malignant|Partial Nephrectomy|Sacrocolpopexy|Other Reconstuctive,4,18,H
INS-004,LOT120,0345,LOT120-0345,8/14/2024,Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Endometriosis Resection,4,18,H
INS-008,LOT127,0424,LOT127-0424,8/14/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Incisional Hernia TAPP|Sigmoid Colectomy|Hysterectomy - Malignant|Hysterectomy - Malignant,3,8,L
INS-008,LOT139,0586,LOT139-0586,8/14/2024,Nephrectomy,9,14,M
INS-001,LOT098,0398,LOT098-0398,8/14/2024,Kidney Reimplantation - Living Donor|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Partial Nephrectomy - Retroperitoneal Lateral|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy,9,14,M
INS-001,LOT075,0091,LOT075-0091,8/8/2024,Cholecystectomy|Ventral Hernia TAPP|Incisional Hernia TAR|Cholecystectomy|Incisional Hernia TAR|Cholecystectomy|Cholecystectomy|Cholecystectomy|Incisional Hernia TAR|Cholecystectomy|Incisional Hernia IPOM|Cholecystectomy,5,8,L
INS-001,,0457,-457,8/8/2024,,0,,L
INS-008,LOT127,0453,LOT127-0453,8/16/2024,Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Rectopexy|Radical Cystectomy w/ Ileal Conduit,5,8,L
INS-011,LOT140,0272,LOT140-0272,8/22/2024,Other Colorectal|Hysterectomy - Malignant|Proctocolectomy|Hysterectomy - Malignant|Cholecystectomy|Other Urology|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant,4,18,H
INS-001,LOT098,0414,LOT098-0414,8/22/2024,Hysterectomy - Malignant|Sacrocolpopexy|Partial Nephrectomy|Hysterectomy - Malignant|Other Urology|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,9,14,M
INS-005,,0084,-84,8/26/2024,,0,,L
INS-044,LOT141,0021,LOT141-0021,8/27/2024,,0,,L
INS-001,LOT053,0457,LOT053-0457,8/27/2024,Cholecystectomy|Cholecystectomy|Ureteral Reimplantation|Ventral hernia TAR|Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy|Inguinal Hernia - Unilateral|Mitral Valve Repair|Cholecystectomy|Ventral Hernia TAPP|Cholecystectomy,4,18,H
INS-045,LOT142,0051,LOT142-0051,8/27/2024,,0,,L
INS-004,LOT125,0186,LOT125-0186,8/29/2024,Ileocecal Resection|Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,5,9,M
INS-001,LOT143,0049,LOT143-0049,8/29/2024,Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Nephrectomy,12,14,M
INS-008,LOT140,0249,LOT140-0249,8/29/2024,Partial Nephrectomy|Low Anterior Resection (LAR)|Hartmann's Reversal Procedure|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Sigmoid Colectomy|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy,2,18,H
INS-008,LOT105,0289,LOT105-0289,8/29/2024,Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy,8,14,M
INS-004,LOT120,0364,LOT120-0364,8/29/2024,Prostatectomy - Radical w/ Lymphadenectomy|Low Anterior Resection (LAR)|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Partial Nephrectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,3,9,M
INS-001,LOT123,0009,LOT123-0009,8/29/2024,Hysterectomy - Malignant|Endometriosis Resection|Partial Nephrectomy - Retroperitoneal Lateral|Prostatectomy - Radical w/ Lymphadenectomy|Other Reconstuctive|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Hysterectomy - Malignant|Nephrectomy,3,9,M
INS-001,LOT123,0229,LOT123-0229,8/30/2024,Nephrectomy|Sacrocolpopexy|Hysterectomy - Malignant|Partial Nephrectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Other Urology|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Partial Nephrectomy,1,10,M
INS-008,LOT139,0587,LOT139-0587,8/30/2024,Other Colorectal|Other Gynecology|Partial Nephrectomy|Adrenalectomy|Pyeloplasty,5,9,M
INS-046,LOT144,0002,LOT144-0002,8/30/2024,,0,,L
INS-008,LOT092,0724,LOT092-0724,8/30/2024,Hysterectomy - Malignant|Inguinal Hernia - Unilateral|Abdominoperineal Resection (APR)|Endometriosis Resection|Prostatectomy - Radical w/ Lymphadenectomy|Incisional Hernia IPOM|Other Reconstuctive|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,1,10,M
INS-008,LOT121,0703,LOT121-0703,8/30/2024,Prostatectomy - Radical w/o Lymphadenectomy|Prostatectomy - Simple Transvesical|Other Colorectal|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy,4,18,H
INS-008,LOT140,0197,LOT140-0197,8/30/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy,6,14,M
INS-001,LOT079,0021,LOT079-0021,8/30/2024,Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Radical Cystectomy w/ Ileal Conduit|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Nephrectomy,5,9,M
INS-001,LOT075,0092,LOT075-0092,8/30/2024,Pyeloplasty|Cholecystectomy|Incisional Hernia eTEP|Inguinal Hernia - Unilateral|Inguinal Hernia - Bilateral|Cholecystectomy|Inguinal Hernia - Unilateral|Incisional Hernia TAPP|Inguinal Hernia - Bilateral,9,14,M
INS-008,LOT121,0663,LOT121-0663,9/3/2024,Prostatectomy - Radical w/ Lymphadenectomy|Other Colorectal|Sacrocolpopexy|Radical Cystectomy w/ Ileal Conduit,6,14,M
INS-001,LOT098,0415,LOT098-0415,9/3/2024,Nephrectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Benign|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,7,18,H
INS-003,LOT114,0107,LOT114-0107,9/3/2024,Hysterectomy - Benign|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Benign|Hysterectomy - Malignant|Hysterectomy - Malignant,2,18,H
